"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Document Type","Source"
"Luft J.A.","Luft, Julie A. (7006050693)","7006050693","Changing inquiry practices and beliefs: The impact of an inquiry-based professional development programme on beginning and experienced secondary science teachers","2001","International Journal of Science Education","214","10.1080/09500690121307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040330240&doi=10.1080%2f09500690121307&partnerID=40&md5=713630b81d26db820b4bcf7f10ac1307","This study explores how an inquiry-based demonstration classroom in-service programme impacted the beliefs and practices of 14 secondary science teachers. Both structured and semistructured interviews captured in-service programme participants’ beliefs, while in-class observations of participants documented their instructional practices. An analysis of the data revealed that the in-service programme had an impact on the participants, but the impact varied among the six induction and eight experienced teachers: the induction teachers changed their beliefs more than their practices, whereas the experienced teachers demonstrated more change in their practices than their beliefs. Ultimately, the changing belief systems of beginning teachers may have resulted in the limited use of student-centred practices, whereas the established belief systems of experienced participants may have been conducive to studentcentred practices. On the basis of the findings of this study, implications for professional development programmes are discussed. © 2001 Taylor & Francis Ltd.","Article","Scopus"
"Grosslight L.; Unger C.; Jay E.; Smith C.L.","Grosslight, Lorraine (6504068044); Unger, Christopher (16415862300); Jay, Eileen (57029140600); Smith, Carol L. (8732259200)","6504068044; 16415862300; 57029140600; 8732259200","Understanding models and their use in science: Conceptions of middle and high school students and experts","1991","Journal of Research in Science Teaching","457","10.1002/tea.3660280907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984059575&doi=10.1002%2ftea.3660280907&partnerID=40&md5=8106cf1721efb4f09f85c70e79e85d79","Thirty‐three 7th‐grade mixed‐ability students and 22 11th‐grade honors students were interviewed about their conceptions of models and their use in science. Three analyses are presented in order to: (1) portray the character of students' spontaneous answers; (2) examine the criteria students use to decide whether specific items are models or not; and (3) describe how different general levels of understanding models reflect different epistemological viewpoints. Four experts were also interviewed for purposes of comparison. We found that students in both groups have conceptions of models that are basically consistent with a naive realist epistemology. Thus, they are more likely to think of models as physical copies of reality that embody different spatiotemporal perspectives than as constructed representations that may embody different theoretical perspectives. As student ideas become more sophisticated, however, they increasingly include the fact that models are designed for particular purposes, especially to help communication. All of our experts expressed ideas consistent with a constructivist framework, drawing a distinction between abstract and physical models and articulating ways that models are used for the construction and testing of ideas. Our findings suggest that students need more experience using models as intellectual tools, more experience with models that provide contrasting conceptual views of phenomena, and more discussions of the roles of models in the service of scientific inquiry. Copyright © 1991 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Roth W.‐M.","Roth, Wolff‐Michael (57203214233)","57203214233","Experimenting in a constructivist high school physics laboratory","1994","Journal of Research in Science Teaching","147","10.1002/tea.3660310209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989051543&doi=10.1002%2ftea.3660310209&partnerID=40&md5=0f3d6fce002b8f467bfac1612082d5bd","Although laboratory activities have long been recognized for their potential to facilitate the learning of science concepts and skills, this potential has yet to be realized. To remediate this problem, researchers have called for constructivist learning environments in which students can pursue open inquiry and frame their own research problems. The present study was designed to describe and understand students' experimenting and problem solving in such an environment. An interpretive research methodology was adopted for the construction of meaning from the data. The data sources included videotapes, their transcripts, student laboratory reports and reflections, interviews with the students, and the teacher's course outline and reflective notes. Forty‐six students from three sections of an introductory physics course taught at a private school for boys participated in the study. This article shows the students' remarkable ability and willingness to generate research questions and to design and develop apparatus for data collection. In their effort to frame research questions, students often used narrative explanations to explore and think about the phenomena to be studied. In some cases, blind alleys, students framed research questions and planned experiments that did not lead to the expected results. We observed a remarkable flexibility to deal with problems that arose during the implementation of their plans in the context of the inquiry. These problems, as well as their solutions and the necessary decision‐making processes, were characterized by their situated nature. Finally, students pursued meaningful learning during the interpretation of data and graphs to arrive at reasonable answers of their research questions. We concluded that students should be provided with problem‐rich learning environments in which they learn to investigate phenomena of their own interest and in which they can develop complex problem‐solving skills. Copyright © 1994 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Maor D.; Taylor P.C.","Maor, Dorit (13806309200); Taylor, Peter Charles (55459928700)","13806309200; 55459928700","Teacher epistemology and scientific inquiry in computerized classroom environments","1995","Journal of Research in Science Teaching","52","10.1002/tea.3660320807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989040659&doi=10.1002%2ftea.3660320807&partnerID=40&md5=f783ecbdce923799f630d040c50f942a","A 20‐week classroom‐based study was conducted to investigate the extent to which a computerized learning environment could facilitate students' development of higher‐level thinking skills associated with scientific inquiry. In two classes students' interactions with a scientific data base—Birds of Antarctica—were closely monitored, and the mediating roles of the teachers' epistemologies were examined. Interpretive data were generated and analyzed in relation to a constructivist perspective on learning. In the class where the teacher implemented a constructivist‐oriented pedagogy, students took advantage of enhanced opportunities to generate creative questions and conduct complex scientific investigations. These higher‐level thinking skills were much less evident in the class in which a more transmissionist‐oriented pedagogy prevailed. The results of the study suggest that it is not the computer itself that facilitates inquiry learning; the teacher's epistemology is a key mediating influence on students' use of the computer as a tool of scientific inquiry. Copyright © 1995 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Li Y.; Borne I.; O'Shea T.","Li, Yibing (12755770500); Borne, Isabelle (23392088100); O'Shea, Tim (59832082500)","12755770500; 23392088100; 59832082500","A scenario design tool for helping students learn mechanics","1996","Computers and Education","1","10.1016/0360-1315(95)00052-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844504482&doi=10.1016%2f0360-1315%2895%2900052-6&partnerID=40&md5=c5c20605344bdb1fd377b1b3c814f10d","Learning physics, particularly mechanics, is an area with which students often have difficulties. It has been widely acknowledged that computer-based simulation can make a significant contribution in helping students overcome their learning difficulties in this area. Simulation allows learners to control complex systems, manipulate variables, run experiments, take measurements, etc., in ways which would be difficult or impossible to achieve with real world systems. Simulation to create software named Scenario Design Tool (or SDT) for teachers to create interactive simulation used in the learning and teaching of mechanics. SDT is built on top of an earlier simulation system called DM3. In SDT, teachers build a simulation microworld by modifying scenarios already existing in the system or they can create new scenarios from scratch. SDT provides a direct-manipulation interface with which users can create a scenario by selecting required simulation components provided by the system. The users then interactively define the properties of each chosen component and relationships among the components. The components provided by SDT include: measuring control devices (slider and button); moving objects and motion objects which govern the motion of the moving objects. Users can create a scenario in SDT without programming. Copyright © 1996 Elsevier Science Ltd.","Article","Scopus"
"Digisi L.L.; Willett J.B.","Digisi, Lori Lyman (7801513967); Willett, John B. (35561044200)","7801513967; 35561044200","What high school biology teachers say about their textbook use: A descriptive study","1995","Journal of Research in Science Teaching","49","10.1002/tea.3660320204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989012063&doi=10.1002%2ftea.3660320204&partnerID=40&md5=1353801638c2bd37d08308bf40105092","This article reports the findings from a study that examined how high school biology teachers describe their instructional use of reading and textbooks. In the study, both quantitative and qualitative data were collected—by self‐report mail questionnaire and personal interview, respectively. Eighty percent of 184 sampled teachers responded to the questionnaire, and, of these, a subsample of 16 teachers—selected to be broadly representative of the questionnaire sample—were interviewed subsequently with their instructional materials present to increase recall. We found that biology teachers modified their use of textbooks according to the academic level of the biology class that they taught. In lower academic level classes, teachers provided students with many reading activities but expected them to learn biology content in class. In higher academic level classes, teachers expected students to learn from both independent reading and classroom instruction. Biology teachers viewed both reading and inquiry activities as important to learning biology, but they appeared unsure of how to incorporate reading comprehension strategies into their science instruction. Copyright © 1995 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Roychoudhury A.; Roth W.-M.","Roychoudhury, Anita (8980216700); Roth, Wolff-Michael (57203214233)","8980216700; 57203214233","Interactions in an open-inquiry physics laboratory","1996","International Journal of Science Education","43","10.1080/0950069960180403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040880972&doi=10.1080%2f0950069960180403&partnerID=40&md5=bc7a1d60682abe24342d9d09a1265e8e","This is a naturalistic study of interactions in an open-inquiry physics laboratory. The following aspects—the nature of student—student interactions, the nature of the peer group—teacher interactions, the interactions involved in task management, and the views of students toward group work—indicated some patterns. Primarily, students negotiated in a collaborative mode, an adversarial mode, and by following a majority rule. During the planning and the data interpretation phases of an experiment, interactions were primarily verbal and took shape according to the behaviour of participating individuals. From the analysis of the degree of participation by different members of a group, three major patterns of interaction emerged: symmetric, asymmetric, and shifting asymmetric. During the planning and the data interpretation sessions, interactions between the teacher and students were either a Socratic interlocution or a discussion between a coach and novices. During the data collection stage, the teacher primarily helped students solve various local problems pertaining to the equipment or measurements. Students’ views toward working in a group, as expressed in their essays, were generally very positive. © 1996, Taylor & Francis Group, LLC. All rights reserved.","Article","Scopus"
"Gerber B.L.; Cavallo A.M.L.; Marek E.A.","Gerber, Brian L. (7102014011); Cavallo, Anne M. L. (7101973816); Marek, Edmund A. (6701451356)","7102014011; 7101973816; 6701451356","Relationships among informal learning environments, teaching procedures and scientific reasoning ability","2001","International Journal of Science Education","168","10.1080/09500690116971","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013234956&doi=10.1080%2f09500690116971&partnerID=40&md5=53ab22429c51338412556b2e9ec9d68c","Informal learning experiences have risen to the forefront of science education as being beneficial to students’ learning. However, it is not clear in what ways such experiences may be beneficial to students; nor how informal learning experiences may interface with classroom science instruction. This study aims to acquire a better understanding of these issues by investigating one aspect of science learning, scientific reasoning ability, with respect to the students’ informal learning experiences and classroom science instruction. Specifically, the purpose of this study was to investigate possible differences in students’ scientific reasoning abilities relative to their informal learning environments (impoverished, enriched), classroom teaching experiences (non-inquiry, inquiry) and the interaction of these variables. The results of two-way ANOVAs indicated that informal learning environments and classroom science teaching procedures showed significant main effects on students’ scientific reasoning abilities. Students with enriched informal learning environments had significantly higher scientific reasoning abilities compared to those with impoverished informal learning environments. Likewise, students in inquirybased science classrooms showed higher scientific reasoning abilities compared to those in non-inquiry science classrooms. There were no significant interaction effects. These results indicate the need for increased emphases on both informal learning opportunities and inquiry-based instruction in science. © 2001 Taylor & Francis Ltd.","Article","Scopus"
"Flick L.B.","Flick, Lawrence B. (6603762350)","6603762350","Navigating a sea of ideas: Teacher and students negotiate a course toward mutual relevance","1995","Journal of Research in Science Teaching","13","10.1002/tea.3660321006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989084957&doi=10.1002%2ftea.3660321006&partnerID=40&md5=e03675c247a4772a0640c3c687a83502","Theories of social cognition and verbal communication were used to analyze the science teaching of an experienced fourth‐grade teacher. Her teaching skills in language arts and reading were assets in negotiating the rapid flow of relatively unstructured information typical of inquiry in elementary classrooms, to help students generate relevant information about hands‐on experience. The teacher was a collaborator in this case study of her thinking and instructional planning, and her students' learning in a unit of instruction about space. Implications for elementary science instruction include recognizing the importance of embedded speech in conceptually broad discussions with students. Efforts to reform elementary science instruction should attend to these instructional skills more common to language arts instruction. Copyright © 1995 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"White B.Y.","White, Barbara Y. (55417486000)","55417486000","ThinkerTools: Causal Models, Conceptual Change, and Science Education","1993","Cognition and Instruction","318","10.1207/s1532690xci1001_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963165486&doi=10.1207%2fs1532690xci1001_1&partnerID=40&md5=493a2293d68c7eb4f0c5096de8bb5bf3","Many cognitive and educational theorists believe that a prerequisite to learning physics is the attainment of the Piagetian developmental stage of formal operational thinking. According to this view, attempts to teach children about the content and form of physical theories are doomed to failure. We argue that this is not the case. Children can learn basic physical concepts and models, given appropriately designed instruction. Furthermore, physical theories are a good domain for teaching children about the nature of scientific knowledge: its form, its evolution, and its application. This article describes an approach that enables sixth graders (i.e., 11- and 12-yearolds) to develop a conceptual model that embodies the principles underlying Newtonian mechanics, and to apply their model in making predictions, solving problems, and generating explanations. The students’ learning centers around problem solving and experimentation with a series of computer microworlds (i.e., a set of interactive simulations and modeling tools that we developed called ThinkerTools). The objective is for students to construct a series of increasingly sophisticated models for reasoning about how forces affect the motion of objects. To facilitate the evolution of such conceptual models, the microworlds incorporate a variety of linked alternative representations for force and motion, and a set of game-like activities designed to focus the students’ inquiry processes. As part of the pedagogical approach, students formalize what they learn into a set of laws that they examine critically, using criteria such as correctness, generality, and parsimony. They then apply these laws and representations to a variety of real-world problems. This approach integrates the learning of the subject matter with learning about the nature of scientific knowledge-what are scientific models, how do they evolve, and why are they useful? Instructional trials revealed that the ThinkerTools curriculum is equally effective for males and females and for students of different ability levels. Furthermore, sixth graders taught with this approach did better in solving a set of classic force and motion problems than did high school students taught using traditional methods. © 1993, Taylor & Francis Group, LLC. All rights reserved.","Article","Scopus"
"Dobey D.C.; Schafer L.E.","Dobey, Daniel C. (57189284303); Schafer, Larry E. (57190899725)","57189284303; 57190899725","The effects of knowledge on elementary science inquiry teachin","1984","Science Education","37","10.1002/sce.3730680108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983978258&doi=10.1002%2fsce.3730680108&partnerID=40&md5=b11de011936d5877eaaf35b250470132","[No abstract available]","Article","Scopus"
"Smith J.P., III; diSessa A.A.; Roschelle J.","Smith, John P. (8884784400); diSessa, Andrea A. (6603334870); Roschelle, Jeremy (6603548311)","8884784400; 6603334870; 6603548311","Misconceptions Reconceived: A Constructivist Analysis of Knowledge in Transition","1994","Journal of the Learning Sciences","1178","10.1207/s15327809jls0302_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858405076&doi=10.1207%2fs15327809jls0302_1&partnerID=40&md5=46fbde46bca6bb760128857c46c1fc30","This article uses a critical evaluation of research on student misconceptions in science and mathematics to articulate a constructivist view of learning in which student conceptions play productive roles in the acquisition of expertise. We acknowledge and build on the empirical results of misconceptions research but question accompanying views of the character, origins, and growth of students' conceptions. Students have often been viewed as holding flawed ideas that are strongly held, that interfere with learning, and that instruction must confront and replace. We argue that this view overemphasizes the discontinuity between students and expert scientists and mathematicians, making the acquisition of expertise difficult to conceptualize. It also conflicts with the basic premise of constructivism: that students build more advanced knowledge from prior understandings. Using case analyses, we dispute some commonly cited dimensions of discontinuity and identify important continuities that were previously ignored or underemphasized. We highlight elements of knowledge that serve both novices and experts, albeit in different contexts and under different conditions. We provide an initial sketch of a constructivist theory of learning that interprets students' prior conceptions as resources for cognitive growth within a complex systems view of knowledge. This theoretical perspective aims to characterize the interrelationships among diverse knowledge elements rather than identify particular flawed conceptions; it emphasizes knowledge refinement and reorganization, rather than replacement, as primary metaphors for learning; and it provides a framework for understanding misconceptions as both flawed and productive. © 1994, Taylor & Francis Group, LLC. All rights reserved.","Article","Scopus"
"Tamir P.","Tamir, Pinchas (6603410369)","6603410369","The Israeli “bagrut” examination in biology revisited","1985","Journal of Research in Science Teaching","14","10.1002/tea.3660220103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987247994&doi=10.1002%2ftea.3660220103&partnerID=40&md5=59320dad34561b87fa47a0ffe96fd74a","The Israeli paper‐and‐pencil matriculation examination in biology has been one of the most powerful means for implementing an inquiry oriented high school biology program based on the U.S. BSCS. The first version of this examination was described and analyzed in JRST in 1972. This article describes the changes and effects of this examination during the years and compares the examination of the year 1982 with that of 1969. Implications for upgrading science education are discussed. Copyright © 1985 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Wise K.C.; Okey J.R.","Wise, Kevin C. (57191119295); Okey, James R. (16407976400)","57191119295; 16407976400","A meta‐analysis of the effects of various science teaching strategies on achievement","1983","Journal of Research in Science Teaching","98","10.1002/tea.3660200506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987204941&doi=10.1002%2ftea.3660200506&partnerID=40&md5=0701074ad83b9a32c47d0853cddc9c33","This study is a meta‐analysis of the question “What are the effects on achievement of different teaching techniques?” Twelve categories of teaching techniques were specified. Among these are questioning, wait‐time, testing, focusing, manipulative, presentation approach, inquiry or discovery, audio‐visual, and teacher direction. A coding form was then developed to allow for the uniform examination and recording of 76 variables from each study. One or more effect sizes were calculated and coded for each study. Over 300 microfilmed dissertations covering the past 30 years were examined. Some 2000 ERIC science abstracts were reviewed and suitable studies obtained. Finally, journal articles were reviewed. A total of 400 effect sizes representing 160 studies were produced. The main effect size overall was 0.34. Thus, for all samples considered the experimental science teaching techniques on the average resulted in one‐third of a standard deviation improvement over traditional techniques. Mean effect sizes also were calculated for each technique. More than 20 other variables such as class size, community type, and science subject area were cross‐tabulated with effect size. Copyright © 1983 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Rosebery A.S.; Warren B.; Conant F.R.","Rosebery, Ann S. (6507899212); Warren, Beth (7102166530); Conant, Faith R. (6603646927)","6507899212; 7102166530; 6603646927","Appropriating Scientific Discourse: Findings From Language Minority Classrooms","1992","Journal of the Learning Sciences","343","10.1207/s15327809jls0201_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042584694&doi=10.1207%2fs15327809jls0201_2&partnerID=40&md5=71ecf1ebdbbb8128c5eda4e0b21aa4a0","We report a study of the effects of a collaborative inquiry approach to science on language minority students' (middle and high school) learning. The emphasis in this approach is on involving the students, most of whom have never studied science before and some of whom have had very little schooling of any kind, in “doing science” in ways that practicing scientists do. The question addressed in this study is, To what extent do students appropriate scientific ways of knowing and reasoning as a result of their participation in collaborative scientific inquiry? The focus of our analysis was on changes in students' conceptual knowledge and use of hypotheses, experiments, and explanations to organize their reasoning in the context of two think aloud problems. In September the students' reasoning was nonanalytic and bound to personal experience. They responded as if they were being asked to answer questions in a reading comprehension task. In contrast, by June they reasoned in terms of a larger explanatory system, used hypotheses to organize and give direction to their reasoning, and demonstrated an awareness of the function of experimentation in producing evidence to evaluate hypotheses. © 1992, Taylor & Francis Group, LLC. All rights reserved.","Article","Scopus"
"Willson V.L.","Willson, Victor L. (7004256565)","7004256565","Phillips, D.C. philosophy, science, and social inquiry. New York: Pergamon press, 1987. 210pp. $14.95","1989","Journal of Research in Science Teaching","2","10.1002/tea.3660260712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983960860&doi=10.1002%2ftea.3660260712&partnerID=40&md5=d532af07f5d95c374bf69b2b3e57477d","[No abstract available]","Article","Scopus"
"Lawrenz F.; Lawson A.E.","Lawrenz, Frances (6602102852); Lawson, Anton E. (35567610900)","6602102852; 35567610900","Student gain in reasoning ability as a function of teacher reasoning level and teaching style preference","1986","Journal of Research in Science Teaching","2","10.1002/tea.3660230605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984028918&doi=10.1002%2ftea.3660230605&partnerID=40&md5=926ac304e7d63752223f6c4893454436","This study examines the effect of teacher reasoning level (i.e., concrete versus formal) and teaching style preference (i.e., inquiry vs. expository) on improvement in student reasoning ability. A random sample of fourth and seventh grade teachers and their students were selected to participate over one school year. Students completed a reasoning test in the early fall and late spring. Teachers completed two instruments in the Spring, a reasoning test and a teaching style preference questionnaire. Students of concrete operational teachers showed greater gains in reasoning ability than students of formal operational teachers while students of inquiry teachers showed slightly greater gains than students of expository teachers. Possible explanations are discussed as are suggestions for future research. Copyright © 1986 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Sweitzer G.L.; Anderson R.D.","Sweitzer, Gary L. (57191119170); Anderson, Ronald D. (55492836400)","57191119170; 55492836400","A meta‐analysis of research on science teacher education practices associated with inquiry strategy","1983","Journal of Research in Science Teaching","20","10.1002/tea.3660200508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987242191&doi=10.1002%2ftea.3660200508&partnerID=40&md5=f1bd9ac09746e0bd24cf96632f198c96","A meta‐analysis was conducted of studies of teacher education having as measured outcomes one or more variables associated with inquiry teaching. Inquiry addresses those teacher behaviors that facilitate student acquisition of concepts and processes through strategies such as problem solving, uses of evidence, logical and analytical reasoning, clarification of values, and decision making. Studies which contained sufficient data for the calculation of an effect size were coded for 114 variables. These variables were divided into the following six major categories: study information and design characteristics, teacher and teacher trainee characteristics, student characteristics, treatment description, outcome description, and effect size calculation. A total of 68 studies resulting in 177 effect size calculations were coded. Mean effect sizes broken across selected variables were calculated. Copyright © 1983 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Kirschner P.; Huisman W.","Kirschner, Paul (35243030300); Huisman, Willibrord (57201782346)","35243030300; 57201782346","‘Dry laboratories’ in science education; computer-based practical work","1998","International Journal of Science Education","44","10.1080/0950069980200605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041685259&doi=10.1080%2f0950069980200605&partnerID=40&md5=d47fc59efccd718316cc907e8fb10eeb","Practical (laboratory) work in science education has traditionally been used to allow students to rediscover already known concepts and ideas, to demonstrate concepts taught in the classroom or, in the case of inquiry-based science curricula, to teach concepts. Often, these laboratory practicals do not achieve their goals and may even confuse or demotivate students. It is not that using ‘wet’ practicals is intrinsically wrong; rather, it is that they are often used for the wrong reasons. They do have a place in science curricula - for the conveyance of tacit knowledge that can only be achieved in the laboratory setting. In our view, their use should be restricted to that. Non-laboratory practicals (‘dry labs’), and especially multimedia practicals, tend to be used for completely different reasons. They are best used to help students achieve specific cognitive skills (such as analysis, synthesis and evaluation) needed to practise science and to carry out scientific inquiry. This article sketches the problems associated with the use of dry laboratories in science education, presents design considerations for the use of such practicals in science education and presents examples of innovative non-traditional practicals. © 1998, Taylor & Francis Group, LLC. All rights reserved.","Article","Scopus"
"Holliday W.G.; Yore L.D.; Alvermann D.E.","Holliday, William G. (6603569139); Yore, Larry D. (6602307779); Alvermann, Donna E. (6602110927)","6603569139; 6602307779; 6602110927","The reading–science learning–writing connection: Breakthroughs, barriers, and promises","1994","Journal of Research in Science Teaching","139","10.1002/tea.3660310905","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989076135&doi=10.1002%2ftea.3660310905&partnerID=40&md5=05dbba42cc2fbde2d7a8d57da7ddc502","This article establishes a broad framework from which to interpret and evaluate the reading–science learning–writing connection. The presentation of breakthroughs, barriers, and promises is intended to outline the established links between, to identify current bottlenecks in thinking about, and to highlight productive inquiries into, print‐based languages and scientific understanding. The ideas presented come from various disciplines connected to science education. The ideas are meant to be informative, provocative, integrative, supportive, and without hidden agenda. Copyright © 1994 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Selwyn N.","Selwyn, Neil (55882979400)","55882979400","Researching computers and education - Glimpses of the wider picture","2000","Computers and Education","36","10.1016/S0360-1315(00)00006-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002127410&doi=10.1016%2fS0360-1315%2800%2900006-3&partnerID=40&md5=be56c7d2c09a1299e5455f6cbe008b40","With information and communications technology (ICT) beginning to form the basis of extensive educational reform around the world, this paper considers how research into educational computing can move beyond its 'hobbyist' origins and keep abreast of the burgeoning role of technology in education policy and practice. By discussing the present limitations of educational computing research the paper goes onto suggest an agenda for advancing and improving inquiry in this area. In particular the discussion focuses on the need to embrace diverse methods of research and theoretical approaches to examining educational computing, as well as the need to ask 'wider' questions of the social, cultural, political and economic aspects of ICT in educational settings. © Elsevier Science Ltd.","Article","Scopus"
"Germann P.J.","Germann, Paul J. (7004898304)","7004898304","Directed‐inquiry approach to learning science process skills: treatment effects and aptitude‐treatment interactions","1989","Journal of Research in Science Teaching","31","10.1002/tea.3660260305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984005815&doi=10.1002%2ftea.3660260305&partnerID=40&md5=552c8b61352973316289f6e54414760b","The directed‐inquiry approach to learning science process skills and scientific problem solving [DIAL(SPS)2] was developed to help high‐school students gain the critical thinking skills required to solve problems in the biology lab. This curriculum integrated several learning strategies into a single approach: advance organizers, the learning cycle, concept maps, Vee diagrams, a focusing strategy, and writing. Two general questions were addressed. First, was the DIAL(SPS)2 treatment more effective than a conventional treatment? Second, was there evidence of an aptitude‐treatment interaction? Four high‐school biology classes taught by this investigator were used to test the DIAL(SPS)2 curriculum. Scheduling of students involved ability grouping. To test the curriculum in the most rigorous way, the experimental group consisted of average ability students and the comparison group consisted of above‐average students. Both the groups were pretested in August and posttested in May. In the intervening time, the experimental group received the DIAL(SPS)2 treatment while the comparison group received a more traditional approach. Analysis of covariance revealed that the DIAL(SPS)2 curriculum had no significant effect on the learning of science process skills or on cognitive development. Aptitude‐treatment interaction analyses revealed an interaction of DIAL(SPS)2 treatment and cognitive development. Copyright © 1989 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
"Decoo W.","Decoo, Wilfried (24358855800)","24358855800","In defence of drill and practice in CALL: A reevaluation of fundamental strategies","1994","Computers and Education","13","10.1016/0360-1315(94)90043-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039993190&doi=10.1016%2f0360-1315%2894%2990043-4&partnerID=40&md5=2ecf8582b9cddc54d9382f3b7606000d","An analysis of studies on computer assisted language learning, published since 1988. reveals a major concern with the Utopian potential of the new media. Research on ever more intelligent systems, implying multimedia design and natural language interfaces, is scanning the horizon of this awesome wonderland. We must probe into this potential. Within these developments one cannot help but notice a lack of interest in the primitive, traditional forms of CALL, somewhat disdainfully called ""drill and practice"". Indeed, the more complex systems seem also to need more complex and creative content, as if simple lexical and grammatical training does not match colourful and dynamic environments any more. In this paper we address a few questions from different angles: -first, some causes of the critical attitude towards drill and practice; -second, some consequences of this attitude towards CALL; -third, some criteria for the continued development and use of efficient drill and practice forms in CALL today. © 1994.","Article","Scopus"
"Baird W.E.; Prather J.P.; Finson K.D.; Oliver J.S.","Baird, William E. (7103093468); Prather, J. Preston (7005641704); Finson, Kevin D. (6508038540); Oliver, J. Steve (36459821000)","7103093468; 7005641704; 6508038540; 36459821000","Comparison of perceptions among rural versus nonrural secondary science teachers: A multistate survey","1994","Science Education","6","10.1002/sce.3730780603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987227131&doi=10.1002%2fsce.3730780603&partnerID=40&md5=182d73eeee97b577f191eab61502fee9","A 100‐item survey was distributed to science teachers in eight states to determine characteristics of teachers, schools, programs, and perceived needs. Results from 1258 secondary science teachers indicate that they perceive the following to be among their greatest needs: (1) to motivate students to want to learn science; (2) to discover sources of free and inexpensive science materials; (3) to learn more about how to use computers to deliver and manage instruction; (4) to find and use materials about science careers; and (5) to improve problem solving skills among their students. Based on whether teachers classified themselves as nonrural or rural, rural teachers do not perceive as much need for help with multicultural issues in the classroom or maintaining student discipline as their nonrural peers. Rural teachers report using the following classroom activities less often than nonrural teachers: cooperative learning groups, hands‐on laboratory activities, individualized strategies, and inquiry teaching. More rural than nonrural teachers report problems with too many class preparations per day, a lack of career role models in the community, and lack of colleagues with whom to discuss problems. Among all secondary science teachers, the most pronounced problems reported by teachers were (in rank order): (1) insufficient student problem‐solving skills; (2) insufficient funds for supplies; (3) poor student reading ability; (4) lack of student interest in science: and (5) inadequate laboratory facilities. © 1994 John Wiley & Sons, Inc. Copyright © 1994 Wiley Periodicals, Inc., A Wiley Company","Article","Scopus"
